label,text,text_len,num_words,cleaned_text
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,155,28,tri contact offer new video phone anytim network min half price rental camcord call repli deliveri wed
ham,Thats cool. How was your day?,29,6,that cool day
ham,Can not use foreign stamps in this country.,43,8,use foreign stamp countri
ham,have got * few things to do. may be in * pub later.,51,13,got thing may pub later
ham,Hi. I'm sorry i missed your call. Can you pls call back.,56,12,hi sorri miss call pls call back
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",145,28,prize go anoth custom c www c biz p min polo ltd suit london w j hl pleas call back busi
ham,Yes. Nigh you cant aha.,23,5,yes nigh cant aha
ham,dont make ne plans for nxt wknd coz she wants us to come down then ok,69,16,dont make ne plan nxt wknd coz want us come ok
ham,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",175,38,hmmm imagin come home rub feet make dinner help get readi date sure readi kind life
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",159,30,consid wall bunker shit import never play peac guess place high enough matter
ham,Enjoy urself tmr...,19,3,enjoy urself tmr
ham,I'm not sure if its still available though,42,8,sure still avail though
ham,Ok going to sleep. Hope i can meet her.,39,9,ok go sleep hope meet
ham,How much you got for cleaning,29,6,much got clean
ham,No screaming means shouting..,29,4,scream mean shout
ham,"Not yet chikku..going to room nw, i'm in bus..",46,9,yet chikku go room nw bus
ham,Sent me ur email id soon,24,6,sent ur email id soon
ham,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,60,14,baaaaaaaab wake miss crave need
ham,What is important is that you prevent dehydration by giving her enough fluids,77,13,import prevent dehydr give enough fluid
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,152,33,hi darlin kate u doin somethin tonight im go pub call swan someth parent one drink phone u
ham,"Just looked it up and addie goes back Monday, sucks to be her",61,13,look addi goe back monday suck
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",160,27,congrat year special cinema pass call c suprman v matrix starwar etc free bx ip pm dont miss
ham,Lmao but its so fun...,22,5,lmao fun
ham,Am in film ill call you later.,30,7,film ill call later
ham,Mm i had my food da from out,28,8,mm food da
ham,Then what about further plan?,29,5,plan
ham,Thought we could go out for dinner. I'll treat you! Seem ok?,60,12,thought could go dinner treat seem ok
ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,80,18,mayb say hi find got card great escap wetherspoon
ham,"Greetings me, ! Consider yourself excused.",42,6,greet consid excus
ham,That's the way you should stay oh.,34,7,way stay oh
ham,Sen told that he is going to join his uncle finance in cbe,58,13,sen told go join uncl financ cbe
spam,You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on,115,20,guarante cash prize claim yr prize call custom servic repres
ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",93,18,decid peopl care stuff vote care stuff loser
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,69,17,tuition hm go one mind
ham,The hair cream has not been shipped.,36,7,hair cream ship
ham,"Dear, will call Tmorrow.pls accomodate.",39,5,dear call tmorrow pls accomod
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum,72,13,free give otherwis nalla adi entey nattil kittum
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",139,34,hey glad u r better hear u treat urself digi cam good r pm fab new year c u coupla wks
ham,Yo we are watching a movie on netflix,37,8,yo watch movi netflix
ham,Dont think so. It turns off like randomlly within 5min of opening,65,12,dont think turn like randomlli within min open
ham,Well good morning mr . Hows london treatin' ya treacle?,55,10,well good morn mr how london treatin ya treacl
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",154,25,urgent mobil award bonus caller prize nd attempt contact call box qu
ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",154,29,time n smile r two crucial thing life sometim time make us forget smile sometim someon smile make us forget time gud noon
ham,Nope... Think i will go for it on monday... Sorry i replied so late,67,14,nope think go monday sorri repli late
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",152,24,dear voucher holder claim week offer pc pleas go http www e tlp co uk expressoff ts cs appli stop text txt stop
ham,Pls she needs to dat slowly or she will vomit more.,51,11,pls need dat slowli vomit
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,155,28,well done england get offici poli rington colour flag yer mobil text tone flag opt txt eng stop box w wx
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,127,27,carlo take sweet time usual let know patti done want smoke tell haul ass
ham,"Haha figures, well I found the piece and priscilla's bowl",57,10,haha figur well found piec priscilla bowl
ham,Yup... How ü noe leh...,23,5,yup noe leh
ham,Just seeing your missed call my dear brother. Do have a gr8 day.,64,13,see miss call dear brother gr day
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,112,19,good luck draw take place th feb good luck remov send stop custom servic
ham,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",157,29,argh g spotti anyway thing rememb research provinc sterl problem free place look
ham,Ok no prob... I'll come after lunch then...,43,8,ok prob come lunch
spam,TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,140,21,tbs persolvo chase us sinc sept definit pay thank inform ignor kath manchest
ham,So are you guys asking that i get that slippers again or its gone with last year,80,17,guy ask get slipper gone last year
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",243,52,sir hope day go smooth realli hope wont bother bill settl month extra cash know challeng time also let know
ham,How come guoyang go n tell her? Then u told her?,48,11,come guoyang go n tell u told
ham,What not under standing.,24,4,stand
ham,"Playin space poker, u?",22,4,playin space poker u
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",155,28,edison right said fool ask question wise man answer know us speechless viva gm gn ge gnt
ham,JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,89,22,jade paul u txt u rememb barm want talk u txt
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,104,22,hate call didnt accept even singl call mine even messag
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",154,37,babe goe day sip cappuccino think love send kiss across sea
ham,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,183,36,mmmm fuck fair know weak grin push knee expos belli pull head forget know wick smile
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,91,18,thanx u darlin im cool thanx bday drink nite morrow take care c u soon xxx
ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",54,9,goodmorn today late lt decim gt min
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,158,27,ur go bahama callfreefon speak live oper claim either bahama cruis cash opt txt x
ham,I love u 2 my little pocy bell I am sorry but I love u,54,15,love u littl poci bell sorri love u
ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,112,28,hey mr go sea view coupl gay mean game give bell ya finish
ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,92,17,lol grr mom take forev prescript pharmaci like minut away ugh
ham,Might ax well im there.,23,5,might ax well im
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,142,23,puriti friendship two smile read forward messag smile see name gud evng
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",117,25,friend got say up order gram got lt gt get
ham,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams",155,30,lov line hurt truth mind wil tolerat bcs ur someon never comfort lie gud ni sweet dream
ham,"Didn't try, g and I decided not to head out",43,10,tri g decid head
ham,Ok set let u noe e details later...,35,8,ok set let u noe e detail later
ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,283,50,take care sleep well need learn chang life need get convinc wait convers us get convinc time famili mani sens respect overemphasis u role life
ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,220,41,well pattern emerg friend tell drive come smoke tell weed fiend make smoke much imped thing see hesit
ham,I'm home. Ard wat time will u reach?,36,8,home ard wat time u reach
ham,Ok.,3,1,ok
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",72,18,need th campus atm could pick hour two
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",160,31,hi babe chloe r u smash saturday night great weekend u miss sp visionsm com text stop stop p text
ham,I'm in chennai velachery:),26,4,chennai velacheri
ham,I have printed it oh. So  &lt;#&gt;  come upstairs,50,11,print oh lt gt come upstair
ham,Hello which the site to download songs its urgent pls,53,10,hello site download song urgent pls
ham,I cant wait to see you! How were the photos were useful? :),59,13,cant wait see photo use
ham,it's really getting me down just hanging around.,48,8,realli get hang around
